Customer ID,snapshot_date
14525,2010-06-30
14527,2010-06-30
14540,2010-06-30
14543,2010-06-30
14546,2010-06-30
14548,2010-06-30
14549,2010-06-30
14555,2010-06-30
14558,2010-06-30
14560,2010-06-30
14564,2010-06-30
14574,2010-06-30
14577,2010-06-30
14590,2010-06-30
14593,2010-06-30
14605,2010-06-30
14606,2010-06-30
14607,2010-06-30
14608,2010-06-30
14625,2010-06-30
14626,2010-06-30
14643,2010-06-30
14644,2010-06-30
14646,2010-06-30
14648,2010-06-30
14653,2010-06-30
14654,2010-06-30
14662,2010-06-30
14667,2010-06-30
14669,2010-06-30
14670,2010-06-30
14679,2010-06-30
14680,2010-06-30
14685,2010-06-30
14695,2010-06-30
14702,2010-06-30
14709,2010-06-30
14710,2010-06-30
14713,2010-06-30
14717,2010-06-30
14723,2010-06-30
14732,2010-06-30
14735,2010-06-30
14738,2010-06-30
14739,2010-06-30
14750,2010-06-30
14751,2010-06-30
14755,2010-06-30
14769,2010-06-30
14771,2010-06-30
14790,2010-06-30
14796,2010-06-30
14799,2010-06-30
14819,2010-06-30
14828,2010-06-30
14831,2010-06-30
14838,2010-06-30
14841,2010-06-30
14861,2010-06-30
14865,2010-06-30
14867,2010-06-30
14869,2010-06-30
14871,2010-06-30
14894,2010-06-30
14895,2010-06-30
14896,2010-06-30
14897,2010-06-30
14898,2010-06-30
14905,2010-06-30
14911,2010-06-30
14915,2010-06-30
14940,2010-06-30
14942,2010-06-30
14949,2010-06-30
14952,2010-06-30
14955,2010-06-30
14958,2010-06-30
14961,2010-06-30
14966,2010-06-30
14967,2010-06-30
14977,2010-06-30
14979,2010-06-30
14980,2010-06-30
14987,2010-06-30
14990,2010-06-30
15005,2010-06-30
15015,2010-06-30
15031,2010-06-30
15032,2010-06-30
15039,2010-06-30
15044,2010-06-30
15051,2010-06-30
15055,2010-06-30
15057,2010-06-30
15059,2010-06-30
15061,2010-06-30
15064,2010-06-30
15070,2010-06-30
15077,2010-06-30
15078,2010-06-30
15079,2010-06-30
15085,2010-06-30
15093,2010-06-30
15109,2010-06-30
15115,2010-06-30
15144,2010-06-30
15157,2010-06-30
15162,2010-06-30
15169,2010-06-30
15179,2010-06-30
15181,2010-06-30
15184,2010-06-30
15188,2010-06-30
15194,2010-06-30
15196,2010-06-30
15197,2010-06-30
15203,2010-06-30
15209,2010-06-30
15222,2010-06-30
15223,2010-06-30
15240,2010-06-30
15255,2010-06-30
15260,2010-06-30
15265,2010-06-30
15270,2010-06-30
15287,2010-06-30
15291,2010-06-30
15298,2010-06-30
15302,2010-06-30
15309,2010-06-30
15311,2010-06-30
15312,2010-06-30
15326,2010-06-30
15329,2010-06-30
15353,2010-06-30
15358,2010-06-30
15362,2010-06-30
15367,2010-06-30
15369,2010-06-30
15380,2010-06-30
15382,2010-06-30
15393,2010-06-30
15394,2010-06-30
15403,2010-06-30
15409,2010-06-30
15413,2010-06-30
15420,2010-06-30
15421,2010-06-30
15428,2010-06-30
15441,2010-06-30
15446,2010-06-30
15456,2010-06-30
15465,2010-06-30
15466,2010-06-30
15479,2010-06-30
15482,2010-06-30
15484,2010-06-30
15485,2010-06-30
15494,2010-06-30
15497,2010-06-30
15498,2010-06-30
15499,2010-06-30
15503,2010-06-30
15514,2010-06-30
15518,2010-06-30
15523,2010-06-30
15527,2010-06-30
15534,2010-06-30
15542,2010-06-30
15547,2010-06-30
15550,2010-06-30
15555,2010-06-30
15562,2010-06-30
15566,2010-06-30
15571,2010-06-30
15573,2010-06-30
15577,2010-06-30
15581,2010-06-30
15601,2010-06-30
15602,2010-06-30
15615,2010-06-30
15623,2010-06-30
15628,2010-06-30
15633,2010-06-30
15637,2010-06-30
15640,2010-06-30
15641,2010-06-30
15642,2010-06-30
15658,2010-06-30
15662,2010-06-30
15672,2010-06-30
15674,2010-06-30
15680,2010-06-30
15684,2010-06-30
15691,2010-06-30
15694,2010-06-30
15712,2010-06-30
15713,2010-06-30
15716,2010-06-30
15719,2010-06-30
15738,2010-06-30
15750,2010-06-30
15751,2010-06-30
15755,2010-06-30
15759,2010-06-30
15768,2010-06-30
15769,2010-06-30
15785,2010-06-30
15793,2010-06-30
15794,2010-06-30
15805,2010-06-30
15808,2010-06-30
15812,2010-06-30
15822,2010-06-30
15823,2010-06-30
15833,2010-06-30
15838,2010-06-30
15841,2010-06-30
15850,2010-06-30
15854,2010-06-30
15856,2010-06-30
15858,2010-06-30
15860,2010-06-30
15862,2010-06-30
15863,2010-06-30
15867,2010-06-30
15878,2010-06-30
15879,2010-06-30
15882,2010-06-30
15884,2010-06-30
15889,2010-06-30
15898,2010-06-30
15911,2010-06-30
15912,2010-06-30
15916,2010-06-30
15917,2010-06-30
15920,2010-06-30
15924,2010-06-30
15944,2010-06-30
15945,2010-06-30
15953,2010-06-30
15956,2010-06-30
15965,2010-06-30
15967,2010-06-30
15971,2010-06-30
15983,2010-06-30
15984,2010-06-30
15989,2010-06-30
15998,2010-06-30
15999,2010-06-30
16003,2010-06-30
16011,2010-06-30
16013,2010-06-30
16018,2010-06-30
16019,2010-06-30
16029,2010-06-30
16064,2010-06-30
16086,2010-06-30
16098,2010-06-30
16104,2010-06-30
16119,2010-06-30
16124,2010-06-30
16125,2010-06-30
16126,2010-06-30
16127,2010-06-30
16131,2010-06-30
16139,2010-06-30
16143,2010-06-30
16150,2010-06-30
16156,2010-06-30
16158,2010-06-30
16159,2010-06-30
16163,2010-06-30
16167,2010-06-30
16168,2010-06-30
16186,2010-06-30
16190,2010-06-30
16191,2010-06-30
16192,2010-06-30
16195,2010-06-30
16197,2010-06-30
16200,2010-06-30
16202,2010-06-30
16204,2010-06-30
16210,2010-06-30
16222,2010-06-30
16233,2010-06-30
16253,2010-06-30
16277,2010-06-30
16280,2010-06-30
16282,2010-06-30
16293,2010-06-30
16296,2010-06-30
16301,2010-06-30
16308,2010-06-30
16321,2010-06-30
16325,2010-06-30
16327,2010-06-30
16329,2010-06-30
16335,2010-06-30
16351,2010-06-30
16353,2010-06-30
16365,2010-06-30
16366,2010-06-30
16393,2010-06-30
16395,2010-06-30
16400,2010-06-30
16409,2010-06-30
16410,2010-06-30
16436,2010-06-30
16439,2010-06-30
16442,2010-06-30
16451,2010-06-30
16459,2010-06-30
16467,2010-06-30
16470,2010-06-30
16485,2010-06-30
16497,2010-06-30
16525,2010-06-30
16541,2010-06-30
16550,2010-06-30
16551,2010-06-30
16554,2010-06-30
16556,2010-06-30
16558,2010-06-30
16560,2010-06-30
16563,2010-06-30
16569,2010-06-30
16592,2010-06-30
16593,2010-06-30
16596,2010-06-30
16600,2010-06-30
16605,2010-06-30
16612,2010-06-30
16620,2010-06-30
16645,2010-06-30
16656,2010-06-30
16661,2010-06-30
16663,2010-06-30
16670,2010-06-30
16684,2010-06-30
16686,2010-06-30
16694,2010-06-30
16699,2010-06-30
16700,2010-06-30
16701,2010-06-30
16702,2010-06-30
16705,2010-06-30
16709,2010-06-30
16710,2010-06-30
16711,2010-06-30
16713,2010-06-30
16717,2010-06-30
16718,2010-06-30
16719,2010-06-30
16720,2010-06-30
16722,2010-06-30
16723,2010-06-30
16725,2010-06-30
16732,2010-06-30
16735,2010-06-30
16736,2010-06-30
16742,2010-06-30
16746,2010-06-30
16748,2010-06-30
16749,2010-06-30
16755,2010-06-30
16763,2010-06-30
16768,2010-06-30
16769,2010-06-30
16771,2010-06-30
16772,2010-06-30
16773,2010-06-30
16779,2010-06-30
16782,2010-06-30
16791,2010-06-30
16797,2010-06-30
16798,2010-06-30
16802,2010-06-30
16805,2010-06-30
16823,2010-06-30
16830,2010-06-30
16843,2010-06-30
16858,2010-06-30
16883,2010-06-30
16887,2010-06-30
16891,2010-06-30
16892,2010-06-30
16901,2010-06-30
16905,2010-06-30
16908,2010-06-30
16912,2010-06-30
16918,2010-06-30
16933,2010-06-30
16940,2010-06-30
16945,2010-06-30
16952,2010-06-30
16964,2010-06-30
16985,2010-06-30
16987,2010-06-30
17012,2010-06-30
17017,2010-06-30
17018,2010-06-30
17019,2010-06-30
17027,2010-06-30
17028,2010-06-30
17032,2010-06-30
17035,2010-06-30
17043,2010-06-30
17044,2010-06-30
17047,2010-06-30
17056,2010-06-30
17063,2010-06-30
17066,2010-06-30
17067,2010-06-30
17069,2010-06-30
17075,2010-06-30
17076,2010-06-30
17082,2010-06-30
17085,2010-06-30
17087,2010-06-30
17091,2010-06-30
17095,2010-06-30
17103,2010-06-30
17115,2010-06-30
17127,2010-06-30
17150,2010-06-30
17151,2010-06-30
17155,2010-06-30
17157,2010-06-30
17160,2010-06-30
17165,2010-06-30
17172,2010-06-30
17178,2010-06-30
17182,2010-06-30
17184,2010-06-30
17188,2010-06-30
17189,2010-06-30
17191,2010-06-30
17193,2010-06-30
17209,2010-06-30
17211,2010-06-30
17213,2010-06-30
17230,2010-06-30
17231,2010-06-30
17233,2010-06-30
17238,2010-06-30
17243,2010-06-30
17244,2010-06-30
17246,2010-06-30
17251,2010-06-30
17262,2010-06-30
17268,2010-06-30
17270,2010-06-30
17271,2010-06-30
17287,2010-06-30
17290,2010-06-30
17293,2010-06-30
17296,2010-06-30
17314,2010-06-30
17318,2010-06-30
17322,2010-06-30
17324,2010-06-30
17329,2010-06-30
17343,2010-06-30
17344,2010-06-30
17345,2010-06-30
17351,2010-06-30
17364,2010-06-30
17368,2010-06-30
17371,2010-06-30
17372,2010-06-30
17377,2010-06-30
17388,2010-06-30
17389,2010-06-30
17400,2010-06-30
17402,2010-06-30
17406,2010-06-30
17409,2010-06-30
17411,2010-06-30
17412,2010-06-30
17414,2010-06-30
17416,2010-06-30
17421,2010-06-30
17428,2010-06-30
17432,2010-06-30
17436,2010-06-30
17441,2010-06-30
17449,2010-06-30
17457,2010-06-30
17465,2010-06-30
17469,2010-06-30
17476,2010-06-30
17487,2010-06-30
17508,2010-06-30
17511,2010-06-30
17512,2010-06-30
17519,2010-06-30
17526,2010-06-30
17530,2010-06-30
17539,2010-06-30
17557,2010-06-30
17561,2010-06-30
17572,2010-06-30
17576,2010-06-30
17581,2010-06-30
17592,2010-06-30
17593,2010-06-30
17596,2010-06-30
17603,2010-06-30
17606,2010-06-30
17610,2010-06-30
17611,2010-06-30
17612,2010-06-30
17623,2010-06-30
17624,2010-06-30
17625,2010-06-30
17631,2010-06-30
17638,2010-06-30
17642,2010-06-30
17646,2010-06-30
17660,2010-06-30
17662,2010-06-30
17675,2010-06-30
17677,2010-06-30
17679,2010-06-30
17696,2010-06-30
17700,2010-06-30
17707,2010-06-30
17716,2010-06-30
17739,2010-06-30
17742,2010-06-30
17754,2010-06-30
17764,2010-06-30
17768,2010-06-30
17776,2010-06-30
17797,2010-06-30
17799,2010-06-30
17802,2010-06-30
17804,2010-06-30
17809,2010-06-30
17816,2010-06-30
17818,2010-06-30
17819,2010-06-30
17825,2010-06-30
17833,2010-06-30
17841,2010-06-30
17848,2010-06-30
17850,2010-06-30
17851,2010-06-30
17852,2010-06-30
17853,2010-06-30
17854,2010-06-30
17858,2010-06-30
17860,2010-06-30
17861,2010-06-30
17865,2010-06-30
17866,2010-06-30
17867,2010-06-30
17873,2010-06-30
17880,2010-06-30
17884,2010-06-30
17888,2010-06-30
17908,2010-06-30
17909,2010-06-30
17910,2010-06-30
17913,2010-06-30
17916,2010-06-30
17920,2010-06-30
17927,2010-06-30
17929,2010-06-30
17935,2010-06-30
17940,2010-06-30
17949,2010-06-30
17954,2010-06-30
17958,2010-06-30
17961,2010-06-30
17965,2010-06-30
17969,2010-06-30
17978,2010-06-30
17984,2010-06-30
17988,2010-06-30
17990,2010-06-30
17998,2010-06-30
18001,2010-06-30
18002,2010-06-30
18006,2010-06-30
18012,2010-06-30
18036,2010-06-30
18037,2010-06-30
18051,2010-06-30
18061,2010-06-30
18065,2010-06-30
18071,2010-06-30
18077,2010-06-30
18087,2010-06-30
18092,2010-06-30
18097,2010-06-30
18102,2010-06-30
18108,2010-06-30
18144,2010-06-30
18145,2010-06-30
18162,2010-06-30
18168,2010-06-30
18172,2010-06-30
18177,2010-06-30
18181,2010-06-30
18186,2010-06-30
18190,2010-06-30
18201,2010-06-30
18203,2010-06-30
18219,2010-06-30
18220,2010-06-30
18223,2010-06-30
18225,2010-06-30
18229,2010-06-30
18251,2010-06-30
18252,2010-06-30
18259,2010-06-30
18260,2010-06-30
18268,2010-06-30
18271,2010-06-30
18275,2010-06-30
18276,2010-06-30
18286,2010-06-30
12346,2010-07-31
12358,2010-07-31
12359,2010-07-31
12361,2010-07-31
12362,2010-07-31
12404,2010-07-31
12406,2010-07-31
12417,2010-07-31
12422,2010-07-31
12431,2010-07-31
12435,2010-07-31
12437,2010-07-31
12439,2010-07-31
12440,2010-07-31
12443,2010-07-31
12455,2010-07-31
12466,2010-07-31
12468,2010-07-31
12470,2010-07-31
12471,2010-07-31
12472,2010-07-31
12483,2010-07-31
12484,2010-07-31
12487,2010-07-31
12490,2010-07-31
12510,2010-07-31
12523,2010-07-31
12531,2010-07-31
12533,2010-07-31
12539,2010-07-31
12540,2010-07-31
12549,2010-07-31
12555,2010-07-31
12557,2010-07-31
12570,2010-07-31
12577,2010-07-31
12583,2010-07-31
12586,2010-07-31
12589,2010-07-31
12600,2010-07-31
12606,2010-07-31
12609,2010-07-31
12613,2010-07-31
12623,2010-07-31
12631,2010-07-31
12636,2010-07-31
12644,2010-07-31
12647,2010-07-31
12648,2010-07-31
12649,2010-07-31
12664,2010-07-31
12668,2010-07-31
12678,2010-07-31
12681,2010-07-31
12682,2010-07-31
12683,2010-07-31
12703,2010-07-31
12708,2010-07-31
12709,2010-07-31
12712,2010-07-31
12714,2010-07-31
12733,2010-07-31
12745,2010-07-31
12747,2010-07-31
12748,2010-07-31
12755,2010-07-31
12758,2010-07-31
12759,2010-07-31
12779,2010-07-31
12785,2010-07-31
12789,2010-07-31
12813,2010-07-31
12820,2010-07-31
12823,2010-07-31
12826,2010-07-31
12835,2010-07-31
12836,2010-07-31
12839,2010-07-31
12842,2010-07-31
12843,2010-07-31
12846,2010-07-31
12854,2010-07-31
12857,2010-07-31
12860,2010-07-31
12867,2010-07-31
12869,2010-07-31
12872,2010-07-31
12873,2010-07-31
12875,2010-07-31
12877,2010-07-31
12905,2010-07-31
12913,2010-07-31
12916,2010-07-31
12917,2010-07-31
12920,2010-07-31
12921,2010-07-31
12924,2010-07-31
12926,2010-07-31
12931,2010-07-31
12933,2010-07-31
12934,2010-07-31
12937,2010-07-31
12939,2010-07-31
12941,2010-07-31
12948,2010-07-31
12949,2010-07-31
12951,2010-07-31
12956,2010-07-31
12957,2010-07-31
12970,2010-07-31
12971,2010-07-31
12975,2010-07-31
12978,2010-07-31
12979,2010-07-31
12980,2010-07-31
12986,2010-07-31
12987,2010-07-31
12989,2010-07-31
12992,2010-07-31
13000,2010-07-31
13001,2010-07-31
13004,2010-07-31
13008,2010-07-31
13013,2010-07-31
13019,2010-07-31
13021,2010-07-31
13025,2010-07-31
13026,2010-07-31
13027,2010-07-31
13036,2010-07-31
13037,2010-07-31
13039,2010-07-31
13042,2010-07-31
13044,2010-07-31
13047,2010-07-31
13048,2010-07-31
13050,2010-07-31
13070,2010-07-31
13074,2010-07-31
13077,2010-07-31
13078,2010-07-31
13081,2010-07-31
13082,2010-07-31
13085,2010-07-31
13087,2010-07-31
13089,2010-07-31
13091,2010-07-31
13093,2010-07-31
13097,2010-07-31
13101,2010-07-31
13110,2010-07-31
13111,2010-07-31
13114,2010-07-31
13136,2010-07-31
13141,2010-07-31
13148,2010-07-31
13152,2010-07-31
13154,2010-07-31
13162,2010-07-31
13173,2010-07-31
13174,2010-07-31
13175,2010-07-31
13178,2010-07-31
13190,2010-07-31
13192,2010-07-31
13199,2010-07-31
13202,2010-07-31
13203,2010-07-31
13204,2010-07-31
13206,2010-07-31
13208,2010-07-31
13209,2010-07-31
13211,2010-07-31
13225,2010-07-31
13233,2010-07-31
13234,2010-07-31
13249,2010-07-31
13253,2010-07-31
13259,2010-07-31
13266,2010-07-31
13267,2010-07-31
13269,2010-07-31
13287,2010-07-31
13289,2010-07-31
13313,2010-07-31
13315,2010-07-31
13317,2010-07-31
13319,2010-07-31
13327,2010-07-31
13329,2010-07-31
13338,2010-07-31
13360,2010-07-31
13373,2010-07-31
13381,2010-07-31
13382,2010-07-31
13392,2010-07-31
13393,2010-07-31
13394,2010-07-31
13397,2010-07-31
13403,2010-07-31
13405,2010-07-31
13408,2010-07-31
13410,2010-07-31
13413,2010-07-31
13415,2010-07-31
13416,2010-07-31
13418,2010-07-31
13426,2010-07-31
13427,2010-07-31
13433,2010-07-31
13442,2010-07-31
13443,2010-07-31
13448,2010-07-31
13455,2010-07-31
13457,2010-07-31
13459,2010-07-31
13462,2010-07-31
13468,2010-07-31
13473,2010-07-31
13477,2010-07-31
13478,2010-07-31
13480,2010-07-31
13481,2010-07-31
13485,2010-07-31
13487,2010-07-31
13488,2010-07-31
13491,2010-07-31
13495,2010-07-31
13498,2010-07-31
13510,2010-07-31
13514,2010-07-31
13520,2010-07-31
13526,2010-07-31
13527,2010-07-31
13531,2010-07-31
13542,2010-07-31
13543,2010-07-31
13555,2010-07-31
13557,2010-07-31
13562,2010-07-31
13564,2010-07-31
13571,2010-07-31
13576,2010-07-31
13577,2010-07-31
13583,2010-07-31
13585,2010-07-31
13589,2010-07-31
13590,2010-07-31
13591,2010-07-31
13599,2010-07-31
13610,2010-07-31
13611,2010-07-31
13615,2010-07-31
13616,2010-07-31
13622,2010-07-31
13623,2010-07-31
13634,2010-07-31
13635,2010-07-31
13641,2010-07-31
13643,2010-07-31
13648,2010-07-31
13650,2010-07-31
13654,2010-07-31
13666,2010-07-31
13668,2010-07-31
13672,2010-07-31
13679,2010-07-31
13680,2010-07-31
13693,2010-07-31
13694,2010-07-31
13698,2010-07-31
13709,2010-07-31
13711,2010-07-31
13727,2010-07-31
13728,2010-07-31
13729,2010-07-31
13733,2010-07-31
13735,2010-07-31
13736,2010-07-31
13740,2010-07-31
13748,2010-07-31
13753,2010-07-31
13756,2010-07-31
13758,2010-07-31
13762,2010-07-31
13767,2010-07-31
13768,2010-07-31
13769,2010-07-31
13770,2010-07-31
13777,2010-07-31
13781,2010-07-31
13782,2010-07-31
13786,2010-07-31
13787,2010-07-31
13798,2010-07-31
13800,2010-07-31
13807,2010-07-31
13813,2010-07-31
13819,2010-07-31
13820,2010-07-31
13821,2010-07-31
13823,2010-07-31
13825,2010-07-31
13831,2010-07-31
13847,2010-07-31
13848,2010-07-31
13851,2010-07-31
13854,2010-07-31
13855,2010-07-31
13869,2010-07-31
13871,2010-07-31
13872,2010-07-31
13875,2010-07-31
13877,2010-07-31
13883,2010-07-31
13889,2010-07-31
13890,2010-07-31
13895,2010-07-31
13897,2010-07-31
13901,2010-07-31
13902,2010-07-31
13905,2010-07-31
13907,2010-07-31
13921,2010-07-31
13929,2010-07-31
13931,2010-07-31
13941,2010-07-31
13946,2010-07-31
13948,2010-07-31
13952,2010-07-31
13953,2010-07-31
13958,2010-07-31
13965,2010-07-31
13971,2010-07-31
13979,2010-07-31
13982,2010-07-31
13983,2010-07-31
13984,2010-07-31
13993,2010-07-31
13995,2010-07-31
13999,2010-07-31
14000,2010-07-31
14003,2010-07-31
14016,2010-07-31
14030,2010-07-31
14031,2010-07-31
14032,2010-07-31
14037,2010-07-31
14040,2010-07-31
14042,2010-07-31
14043,2010-07-31
