Customer ID,snapshot_date,recency_days,frequency_180d,monetary_180d,aov_180d,previous_spend,recent_spend,spend_trend,previous_orders,recent_orders,frequency_trend,previous_aov,recent_aov,aov_trend,first_purchase_date,customer_age_days,lifetime_orders,lifetime_spend,future_revenue,current_revenue,revenue_change_pct,decline_label
14110,2010-05-31,5.0,11.0,3703.24,336.6581818181818,695.9100000000001,3007.33,4.321435243063039,2.0,9.0,4.5,347.95500000000004,334.1477777777778,0.9603189429028977,2009-12-01 09:50:00,180,12,3988.3,2165.33,3007.33,-0.2799825759062025,0
14156,2010-05-31,9.0,45.0,103730.8,2305.128888888889,70820.27,32910.53,0.4647049495857612,23.0,22.0,0.9565217391304348,3079.1421739130437,1495.9331818181818,0.48582790183965946,2009-12-01 12:30:00,180,47,104797.6,49520.25,32910.53,0.5046931787485647,0
14341,2010-05-31,67.0,4.0,959.79,239.9475,625.71,334.08,0.5339214652155151,3.0,1.0,0.3333333333333333,208.57000000000002,334.08,1.6017643956465453,2009-12-01 12:20:00,180,5,1241.6100000000001,348.06,334.08,0.04184626436781615,0
14543,2010-05-31,2.0,8.0,5179.95,647.49375,2188.55,2991.4,1.3668410591487514,4.0,4.0,1.0,547.1375,747.85,1.3668410591487514,2009-12-01 13:47:00,180,9,5473.9,2007.4,2991.4,-0.3289429698468944,0
14871,2010-05-31,61.0,2.0,317.72,158.86,174.65,143.07,0.8191812195820212,1.0,1.0,1.0,174.65,143.07,0.8191812195820212,2009-12-01 11:57:00,180,3,462.72,273.87,143.07,0.9142377856993081,0
14911,2010-05-31,4.0,70.0,55792.630000000005,797.0375714285715,28548.04,27244.59,0.9543418742582678,33.0,37.0,1.121212121212121,865.0921212121212,736.3402702702703,0.8511697797438604,2009-12-01 11:41:00,180,71,56526.26,25034.01,27244.59,-0.08113831039483442,0
15005,2010-05-31,10.0,13.0,3162.32,243.25538461538463,1157.15,2005.1699999999998,1.7328522663440347,5.0,8.0,1.6,231.43,250.64624999999998,1.0830326664650216,2009-12-01 14:19:00,180,14,3484.65,1984.21,2005.1699999999998,-0.010452979049157832,0
15061,2010-05-31,2.0,29.0,27973.34,964.5979310344827,16008.539999999999,11964.8,0.7474010746763915,14.0,15.0,1.0714285714285714,1143.4671428571428,797.6533333333333,0.6975743363646321,2009-12-01 12:18:00,180,31,31248.079999999998,17692.51,11964.8,0.4787133926183471,0
15265,2010-05-31,46.0,1.0,1545.38,1545.38,0.0,1545.38,1.0,0.0,1.0,1.0,0.0,1545.38,1.0,2009-12-01 17:08:00,180,2,1839.52,0.0,1545.38,-1.0,1
15311,2010-05-31,3.0,68.0,34401.69,505.90720588235297,20533.94,13867.75,0.6753574813211688,36.0,32.0,0.8888888888888888,570.3872222222221,433.3671875,0.759777166486315,2009-12-01 11:21:00,180,69,35224.71,8953.02,13867.75,-0.35439995673414937,0
15326,2010-05-31,51.0,3.0,1081.01,360.33666666666664,782.5699999999999,298.44,0.3813588560767727,2.0,1.0,0.5,391.28499999999997,298.44,0.7627177121535454,2009-12-01 13:19:00,180,4,1388.81,0.0,298.44,-1.0,1
15380,2010-05-31,66.0,3.0,634.32,211.44000000000003,414.0,220.32000000000002,0.5321739130434783,2.0,1.0,0.5,207.0,220.32000000000002,1.0643478260869565,2009-12-01 13:50:00,180,4,897.74,326.52,220.32000000000002,0.48202614379084946,0
15601,2010-05-31,33.0,10.0,5259.57,525.957,2538.2000000000003,2721.37,1.0721653140020486,5.0,5.0,1.0,507.64000000000004,544.274,1.0721653140020486,2009-12-01 14:53:00,180,11,5262.52,868.98,2721.37,-0.6806828913378188,1
15719,2010-05-31,3.0,9.0,2600.78,288.97555555555556,934.23,1666.55,1.783875491046102,3.0,6.0,2.0,311.41,277.7583333333333,0.8919377455230509,2009-12-01 12:47:00,180,10,2980.43,694.52,1666.55,-0.5832588281179683,1
15750,2010-05-31,4.0,2.0,730.51,365.255,278.07,452.44,1.6270723199194448,1.0,1.0,1.0,278.07,452.44,1.6270723199194448,2009-12-01 17:19:00,180,3,952.63,801.8199999999999,452.44,0.7722128901069754,0
15793,2010-05-31,41.0,2.0,501.0,250.5,0.0,501.0,1.0,0.0,2.0,1.0,0.0,250.5,1.0,2009-12-01 12:54:00,180,3,792.58,0.0,501.0,-1.0,1
15808,2010-05-31,6.0,9.0,7385.7,820.6333333333333,3940.11,3445.59,0.8744908137082468,4.0,5.0,1.25,985.0275,689.118,0.6995926509665974,2009-12-01 16:30:00,180,10,8282.24,3268.9700000000003,3445.59,-0.051259726200737724,0
15967,2010-05-31,12.0,3.0,496.18,165.39333333333335,226.38,269.8,1.1918013958830287,2.0,1.0,0.5,113.19,269.8,2.3836027917660574,2009-12-01 13:29:00,180,4,652.89,675.8299999999999,269.8,1.5049295774647884,0
15984,2010-05-31,4.0,11.0,2908.45,264.4045454545454,1887.28,1021.17,0.5410802848543936,6.0,5.0,0.8333333333333334,314.5466666666667,204.23399999999998,0.6492963418252723,2009-12-01 13:38:00,180,12,3228.11,833.6,1021.17,-0.18368146341941102,0
15998,2010-05-31,68.0,5.0,2021.7,404.34000000000003,1499.08,522.62,0.348627157990234,3.0,2.0,0.6666666666666666,499.6933333333333,261.31,0.522940736985351,2009-12-01 11:45:00,180,6,2722.0099999999998,1052.17,522.62,1.0132601125100456,0
16011,2010-05-31,0.0,5.0,758.23,151.64600000000002,363.98,394.25,1.0831639101049508,2.0,3.0,1.5,181.99,131.41666666666666,0.7221092734033004,2009-12-01 12:02:00,180,6,950.98,507.44,394.25,0.28710209258084973,0
16167,2010-05-31,59.0,1.0,387.45,387.45,0.0,387.45,1.0,0.0,1.0,1.0,0.0,387.45,1.0,2009-12-01 10:46:00,180,2,873.24,0.0,387.45,-1.0,1
16321,2010-05-31,68.0,1.0,34.8,34.8,0.0,34.8,1.0,0.0,1.0,1.0,0.0,34.8,1.0,2009-12-01 10:36:00,180,2,230.90000000000003,0.0,34.8,-1.0,1
16329,2010-05-31,87.0,1.0,402.79,402.79,0.0,402.79,1.0,0.0,1.0,1.0,0.0,402.79,1.0,2009-12-01 11:34:00,180,2,685.25,0.0,402.79,-1.0,1
16393,2010-05-31,60.0,2.0,576.75,288.375,159.9,416.84999999999997,2.6069418386491554,1.0,1.0,1.0,159.9,416.84999999999997,2.6069418386491554,2009-12-01 12:13:00,180,3,944.16,432.78999999999996,416.84999999999997,0.03823917476310423,0
16620,2010-05-31,4.0,2.0,489.1,244.55,0.0,489.1,1.0,0.0,2.0,1.0,0.0,244.55,1.0,2009-12-01 14:35:00,180,3,1311.47,0.0,489.1,-1.0,1
16701,2010-05-31,11.0,4.0,1348.41,337.1025,738.3800000000001,610.03,0.8261735149922802,2.0,2.0,1.0,369.19000000000005,305.015,0.8261735149922802,2009-12-01 19:19:00,180,5,1726.53,2067.28,610.03,2.388816943429012,0
17063,2010-05-31,33.0,2.0,818.13,409.065,0.0,818.13,1.0,0.0,2.0,1.0,0.0,409.065,1.0,2009-12-01 12:36:00,180,3,1096.74,330.6,818.13,-0.5959077408235854,1
17191,2010-05-31,65.0,2.0,638.63,319.315,276.07,362.56,1.3132901075814105,1.0,1.0,1.0,276.07,362.56,1.3132901075814105,2009-12-01 16:34:00,180,3,900.37,684.86,362.56,0.8889563106796117,0
17238,2010-05-31,2.0,6.0,1580.53,263.4216666666667,308.8,1271.73,4.118296632124352,2.0,4.0,2.0,154.4,317.9325,2.059148316062176,2009-12-01 10:59:00,180,7,1831.63,699.84,1271.73,-0.4496945106272558,1
17243,2010-05-31,0.0,22.0,6845.18,311.1445454545455,4901.17,1944.01,0.3966420262916814,14.0,8.0,0.5714285714285714,350.0835714285714,243.00125,0.6941235460104425,2009-12-01 15:36:00,180,23,7381.08,1623.8200000000002,1944.01,-0.16470594287066415,0
17345,2010-05-31,25.0,2.0,214.37,107.185,0.0,214.37,1.0,0.0,2.0,1.0,0.0,107.185,1.0,2009-12-01 16:17:00,180,3,544.28,224.32,214.37,0.046415076736483596,0
17428,2010-05-31,19.0,4.0,6013.360000000001,1503.3400000000001,1912.12,4101.24,2.1448653850176767,2.0,2.0,1.0,956.06,2050.62,2.1448653850176767,2009-12-01 17:28:00,180,6,7305.860000000001,1092.13,4101.24,-0.7337073665525548,1
17519,2010-05-31,28.0,5.0,1655.04,331.008,592.0,1063.04,1.7956756756756755,2.0,3.0,1.5,296.0,354.34666666666664,1.197117117117117,2009-12-01 09:57:00,180,6,1963.48,657.8299999999999,1063.04,-0.38118038832028905,0
17611,2010-05-31,17.0,6.0,1995.3600000000001,332.56,435.54,1559.8200000000002,3.581347293015567,1.0,5.0,5.0,435.54,311.96400000000006,0.7162694586031134,2009-12-01 13:29:00,180,7,2502.85,943.95,1559.8200000000002,-0.3948340193099204,0
17700,2010-05-31,20.0,4.0,1707.53,426.8825,388.24,1319.29,3.398130022666392,1.0,3.0,3.0,388.24,439.7633333333333,1.132710007555464,2009-12-01 11:37:00,180,5,2404.26,786.4000000000001,1319.29,-0.4039218064261837,1
17742,2010-05-31,40.0,3.0,744.35,248.11666666666667,279.5,464.85,1.6631484794275493,1.0,2.0,2.0,279.5,232.425,0.8315742397137746,2009-12-01 13:16:00,180,4,962.9,463.14,464.85,-0.0036786060019361865,0
17865,2010-05-31,7.0,11.0,6834.540000000001,621.3218181818182,3964.11,2870.4300000000003,0.7241045278763708,7.0,4.0,0.5714285714285714,566.3014285714286,717.6075000000001,1.267182923783649,2009-12-01 10:49:00,180,12,7423.870000000001,4013.6000000000004,2870.4300000000003,0.3982574039429632,0
17961,2010-05-31,0.0,38.0,1182.17,31.109736842105264,880.55,301.62,0.34253591505309183,20.0,18.0,0.9,44.027499999999996,16.756666666666668,0.38059546117010207,2009-12-01 14:48:00,180,39,1184.27,272.09,301.62,-0.0979046482328759,0
18037,2010-05-31,67.0,6.0,48.2,8.033333333333333,24.45,23.75,0.9713701431492843,4.0,2.0,0.5,6.1125,11.875,1.9427402862985685,2009-12-01 13:48:00,180,7,70.15,7.95,23.75,-0.6652631578947369,1
18087,2010-05-31,46.0,6.0,1832.28,305.38,1215.3600000000001,616.9200000000001,0.5076026856240127,4.0,2.0,0.5,303.84000000000003,308.46000000000004,1.0152053712480253,2009-12-01 09:43:00,180,8,2227.02,5737.32,616.9200000000001,8.299941645594242,0
18102,2010-05-31,9.0,44.0,152280.11,3460.9115909090906,101294.2,50985.909999999996,0.5033448114502114,21.0,23.0,1.0952380952380953,4823.533333333333,2216.7786956521736,0.4595756974110625,2009-12-01 09:24:00,180,45,154566.35,111637.44,50985.909999999996,1.1895743353408816,0
12346,2010-06-30,1.0,6.0,259.36,43.22666666666667,117.05,142.31,1.215805211448099,5.0,1.0,0.2,23.41,142.31,6.079026057240496,2009-12-14 08:34:00,197,11,372.86,0.0,142.31,-1.0,1
12358,2010-06-30,22.0,1.0,268.1,268.1,0.0,268.1,1.0,0.0,1.0,1.0,0.0,268.1,1.0,2009-12-08 07:59:00,203,2,1697.9299999999998,0.0,268.1,-1.0,1
12359,2010-06-30,7.0,3.0,1173.14,391.0466666666667,683.34,489.8,0.7167734948927328,2.0,1.0,0.5,341.67,489.8,1.4335469897854656,2009-12-05 13:32:00,206,5,2012.0300000000002,0.0,489.8,-1.0,1
12417,2010-06-30,12.0,4.0,1494.6,373.65,902.59,592.01,0.655901350557839,2.0,2.0,1.0,451.295,296.005,0.655901350557839,2009-12-06 10:30:00,205,6,1812.2,469.35,592.01,-0.207192446073546,0
12422,2010-06-30,35.0,6.0,2601.34,433.5566666666667,662.25,1939.0900000000001,2.9280332200830506,1.0,5.0,5.0,662.25,387.81800000000004,0.5856066440166101,2009-12-18 12:44:00,193,7,2676.34,680.4,1939.0900000000001,-0.649113759547004,1
12437,2010-06-30,5.0,9.0,4444.0,493.77777777777777,3221.04,1222.96,0.3796786131187443,5.0,4.0,0.8,644.208,305.74,0.47459826639843034,2009-12-02 16:24:00,209,10,5022.28,915.19,1222.96,-0.25165990711061687,0
12455,2010-06-30,49.0,2.0,1293.52,646.76,777.91,515.61,0.6628144643981952,1.0,1.0,1.0,777.91,515.61,0.6628144643981952,2009-12-18 12:33:00,193,3,2929.95,483.14,515.61,-0.06297395318166836,0
12471,2010-06-30,0.0,21.0,7424.61,353.55285714285714,3215.34,4209.2699999999995,1.309121274888503,12.0,9.0,0.75,267.945,467.6966666666666,1.7454950331846708,2009-12-07 10:41:00,204,28,10705.83,3184.26,4209.2699999999995,-0.24351253305204926,0
12472,2010-06-30,14.0,7.0,4812.34,687.4771428571429,1743.0,3069.34,1.760952380952381,4.0,3.0,0.75,435.75,1023.1133333333333,2.3479365079365078,2009-12-14 10:49:00,197,8,6098.77,1531.38,3069.34,-0.501071891677038,1
12490,2010-06-30,53.0,6.0,1943.23,323.87166666666667,1508.07,435.15999999999997,0.28855424482948405,5.0,1.0,0.2,301.614,435.15999999999997,1.4427712241474202,2009-12-01 12:52:00,210,7,2547.17,943.02,435.15999999999997,1.1670649875907713,0
12523,2010-06-30,25.0,5.0,1549.5900000000001,309.918,792.28,757.3100000000001,0.9558615640935024,3.0,2.0,0.6666666666666666,264.0933333333333,378.65500000000003,1.4337923461402537,2009-12-07 13:46:00,204,6,1624.15,363.73,757.3100000000001,-0.5197079135360685,1
12540,2010-06-30,13.0,10.0,4276.610000000001,427.66100000000006,2084.02,2192.59,1.052096429016996,5.0,5.0,1.0,416.804,438.51800000000003,1.052096429016996,2009-12-07 16:56:00,204,11,4689.21,794.08,2192.59,-0.6378347068991467,1
12557,2010-06-30,18.0,1.0,1708.56,1708.56,0.0,1708.56,1.0,0.0,1.0,1.0,0.0,1708.56,1.0,2009-12-17 10:39:00,194,2,3661.2,0.0,1708.56,-1.0,1
12583,2010-06-30,26.0,5.0,2418.0099999999998,483.602,592.05,1825.96,3.0841314078202857,1.0,4.0,4.0,592.05,456.49,0.7710328519550714,2009-12-06 11:57:00,205,6,3235.45,1362.4399999999998,1825.96,-0.25385002957348474,0
12600,2010-06-30,49.0,4.0,958.9200000000001,239.73000000000002,699.1800000000001,259.74,0.3714923195743585,3.0,1.0,0.3333333333333333,233.06000000000003,259.74,1.1144769587230754,2009-12-07 13:37:00,204,6,1392.81,324.91,259.74,0.25090475090475095,0
12609,2010-06-30,33.0,2.0,695.15,347.575,0.0,695.15,1.0,0.0,2.0,1.0,0.0,347.575,1.0,2009-12-20 13:30:00,191,3,1025.75,441.81,695.15,-0.3644393296410846,0
12613,2010-06-30,13.0,2.0,1179.79,589.895,0.0,1179.79,1.0,0.0,2.0,1.0,0.0,589.895,1.0,2009-12-14 13:10:00,197,3,2530.6,509.95,1179.79,-0.5677620593495452,1
12681,2010-06-30,12.0,13.0,7521.96,578.6123076923077,3216.81,4305.15,1.3383289656523076,6.0,7.0,1.1666666666666667,536.135,615.0214285714285,1.1471391134162636,2009-12-13 13:31:00,198,14,8536.5,2801.87,4305.15,-0.34918179389800585,0
12682,2010-06-30,0.0,10.0,6021.67,602.167,3221.42,2800.25,0.8692595190940641,5.0,5.0,1.0,644.284,560.05,0.8692595190940641,2009-12-01 09:28:00,210,13,7094.62,1723.31,2800.25,-0.38458709043835376,0
12683,2010-06-30,47.0,2.0,1056.72,528.36,324.3,732.42,2.258464384828862,1.0,1.0,1.0,324.3,732.42,2.258464384828862,2009-12-13 15:01:00,198,4,2290.08,867.05,732.42,0.18381529723382758,0
12708,2010-06-30,60.0,4.0,1220.31,305.0775,602.8499999999999,617.46,1.0242348842995772,2.0,2.0,1.0,301.42499999999995,308.73,1.0242348842995772,2009-12-18 10:25:00,193,5,1425.78,581.8199999999999,617.46,-0.05772033815955705,0
12709,2010-06-30,14.0,10.0,12266.189999999999,1226.619,4856.88,7409.3099999999995,1.5255287344962196,4.0,6.0,1.5,1214.22,1234.885,1.017019156330813,2009-12-09 13:49:00,202,12,13927.75,5043.09,7409.3099999999995,-0.3193576729816946,0
12712,2010-06-30,40.0,3.0,768.95,256.31666666666666,228.57999999999998,540.37,2.3640300988712926,1.0,2.0,2.0,228.57999999999998,270.185,1.1820150494356463,2009-12-09 10:46:00,202,4,1102.75,536.56,540.37,-0.007050724503580989,0
12714,2010-06-30,62.0,3.0,4395.17,1465.0566666666666,3152.54,1242.63,0.3941678773306604,2.0,1.0,0.5,1576.27,1242.63,0.7883357546613208,2009-12-04 10:00:00,207,4,5077.82,2754.8,1242.63,1.2169109067059383,0
12747,2010-06-30,6.0,7.0,1617.79,231.11285714285714,470.89,1146.9,2.4356006710696767,3.0,4.0,1.3333333333333333,156.96333333333334,286.725,1.8267005033022574,2009-12-07 13:23:00,204,10,2649.79,629.6800000000001,1146.9,-0.4509721858924056,1
12748,2010-06-30,6.0,42.0,5757.83,137.09119047619046,3584.59,2173.2400000000002,0.606272962877205,25.0,17.0,0.68,143.3836,127.83764705882355,0.8915778865841251,2009-12-04 17:31:00,207,49,7609.34,4823.3099999999995,2173.2400000000002,1.219409729252176,0
12758,2010-06-30,20.0,3.0,3561.0200000000004,1187.006666666667,1885.3700000000001,1675.65,0.8887645395863941,1.0,2.0,2.0,1885.3700000000001,837.825,0.44438226979319706,2009-12-01 14:40:00,210,4,6015.7,1095.95,1675.65,-0.3459553009279981,0
12759,2010-06-30,36.0,1.0,1195.42,1195.42,0.0,1195.42,1.0,0.0,1.0,1.0,0.0,1195.42,1.0,2009-12-04 10:47:00,207,2,1703.68,496.45,1195.42,-0.5847066303056666,1
12779,2010-06-30,5.0,2.0,875.02,437.51,318.86,556.16,1.7442137615254343,1.0,1.0,1.0,318.86,556.16,1.7442137615254343,2009-12-03 07:25:00,208,3,1246.84,696.04,556.16,0.2515103567318757,0
12785,2010-06-30,7.0,1.0,421.55,421.55,0.0,421.55,1.0,0.0,1.0,1.0,0.0,421.55,1.0,2009-12-08 13:56:00,203,2,788.45,0.0,421.55,-1.0,1
12820,2010-06-30,35.0,3.0,935.0,311.6666666666667,706.55,228.45,0.3233316821173307,2.0,1.0,0.5,353.275,228.45,0.6466633642346614,2009-12-05 13:37:00,206,4,1083.3,207.33,228.45,-0.09244911359159544,0
12835,2010-06-30,4.0,29.0,4107.75,141.64655172413794,2440.5,1667.25,0.683159188690842,13.0,16.0,1.2307692307692308,187.73076923076923,104.203125,0.5550668408113092,2009-12-03 12:13:00,208,34,5154.01,655.92,1667.25,-0.6065856950067476,1
12836,2010-06-30,23.0,5.0,1765.29,353.058,1012.84,752.45,0.7429110224714663,3.0,2.0,0.6666666666666666,337.61333333333334,376.225,1.1143665337071995,2009-12-01 14:19:00,210,6,2189.16,610.6,752.45,-0.18851750946906773,0
12839,2010-06-30,50.0,4.0,1192.2,298.05,427.82,764.38,1.786685989434809,2.0,2.0,1.0,213.91,382.19,1.786685989434809,2009-12-07 09:18:00,204,7,2161.98,824.6800000000001,764.38,0.07888746435019241,0
12843,2010-06-30,9.0,12.0,3401.2400000000002,283.43666666666667,733.76,2667.48,3.6353576101177496,3.0,9.0,3.0,244.58666666666667,296.38666666666666,1.2117858700392499,2009-12-13 11:41:00,198,13,3478.08,754.2,2667.48,-0.7172612353232264,1
12854,2010-06-30,33.0,3.0,1144.1799999999998,381.39333333333326,715.5,428.68,0.5991334730957373,2.0,1.0,0.5,357.75,428.68,1.1982669461914746,2009-12-11 12:55:00,200,4,1669.52,0.0,428.68,-1.0,1
12867,2010-06-30,50.0,2.0,1343.13,671.565,699.93,643.2,0.9189490377609191,1.0,1.0,1.0,699.93,643.2,0.9189490377609191,2009-12-16 16:25:00,195,3,1638.77,1310.8899999999999,643.2,1.0380752487562186,0
12872,2010-06-30,11.0,5.0,1327.35,265.46999999999997,855.65,471.7,0.5512768071057091,3.0,2.0,0.6666666666666666,285.21666666666664,235.85,0.8269152106585638,2009-12-03 20:03:00,208,6,1734.57,483.28000000000003,471.7,0.02454950180199288,0
12913,2010-06-30,42.0,3.0,1161.78,387.26,779.6400000000001,382.14,0.49014929967677384,2.0,1.0,0.5,389.82000000000005,382.14,0.9802985993535477,2009-12-01 12:18:00,210,5,1903.74,0.0,382.14,-1.0,1
12917,2010-06-30,50.0,1.0,549.1,549.1,0.0,549.1,1.0,0.0,1.0,1.0,0.0,549.1,1.0,2009-12-09 14:22:00,202,2,2102.0,984.1999999999999,549.1,0.792387543252595,0
12920,2010-06-30,43.0,1.0,184.96,184.96,0.0,184.96,1.0,0.0,1.0,1.0,0.0,184.96,1.0,2009-12-14 15:58:00,197,3,323.86,0.0,184.96,-1.0,1
12921,2010-06-30,4.0,12.0,7296.2,608.0166666666667,3450.05,3846.15,1.1148099302908654,6.0,6.0,1.0,575.0083333333333,641.025,1.1148099302908654,2009-12-01 13:43:00,210,16,9739.9,5139.54,3846.15,0.33628173628173624,0
12924,2010-06-30,34.0,2.0,867.64,433.82,138.89,728.75,5.246958024335806,1.0,1.0,1.0,138.89,728.75,5.246958024335806,2009-12-09 12:40:00,202,5,1147.99,116.76,728.75,-0.8397804459691253,1
12931,2010-06-30,21.0,22.0,18353.91,834.2686363636363,4046.2400000000002,14307.67,3.5360408675708803,11.0,11.0,1.0,367.84000000000003,1300.6972727272728,3.5360408675708803,2009-12-01 11:46:00,210,24,19622.66,6320.82,14307.67,-0.5582215692701886,1
12937,2010-06-30,22.0,1.0,587.87,587.87,0.0,587.87,1.0,0.0,1.0,1.0,0.0,587.87,1.0,2009-12-03 15:43:00,208,3,902.44,690.9000000000001,587.87,0.1752598363583787,0
12949,2010-06-30,71.0,7.0,3481.81,497.40142857142854,2547.6099999999997,934.2,0.36669662938989883,4.0,3.0,0.75,636.9024999999999,311.40000000000003,0.4889288391865318,2009-12-03 15:56:00,208,8,5276.51,2727.19,934.2,1.9192785270819952,0
12957,2010-06-30,13.0,4.0,3581.48,895.37,1609.01,1972.4700000000003,1.2258904543787796,1.0,3.0,3.0,1609.01,657.4900000000001,0.40863015145959325,2009-12-11 12:01:00,200,5,4689.43,0.0,1972.4700000000003,-1.0,1
12971,2010-06-30,8.0,9.0,2192.1,243.56666666666666,742.5,1449.6000000000001,1.9523232323232325,3.0,6.0,2.0,247.5,241.60000000000002,0.9761616161616162,2009-12-15 19:04:00,196,10,2253.55,498.1,1449.6000000000001,-0.6563879690949228,1
12980,2010-06-30,1.0,5.0,3083.28,616.6560000000001,2339.88,743.4000000000001,0.31770860044104826,3.0,2.0,0.6666666666666666,779.96,371.70000000000005,0.4765629006615724,2009-12-02 11:26:00,209,6,3837.4800000000005,2085.0,743.4000000000001,1.8046811945117027,0
12989,2010-06-30,28.0,10.0,2927.04,292.704,1235.54,1691.5,1.369037020250255,6.0,4.0,0.6666666666666666,205.92333333333332,422.875,2.0535555303753825,2009-12-10 13:27:00,201,11,3340.14,1937.5,1691.5,0.14543304759089565,0
