Customer ID,avg_gap_days,max_gap_days,std_gap_days,snapshot_date
12731,75.0,75.0,,2010-05-31
12733,,,,2010-05-31
12742,,,,2010-05-31
12744,,,,2010-05-31
12745,108.0,108.0,,2010-05-31
12747,24.0,56.0,20.952326839756964,2010-05-31
12748,3.6904761904761907,24.0,4.630166700039101,2010-05-31
12755,29.0,38.0,12.727922061357855,2010-05-31
12758,74.0,112.0,53.74011537017761,2010-05-31
12759,170.0,170.0,,2010-05-31
12765,27.5,31.0,4.949747468305833,2010-05-31
12773,,,,2010-05-31
12776,,,,2010-05-31
12778,,,,2010-05-31
12779,88.0,88.0,,2010-05-31
12780,,,,2010-05-31
12785,,,,2010-05-31
12786,,,,2010-05-31
12789,,,,2010-05-31
12791,7.666666666666667,23.0,13.279056191361391,2010-05-31
12796,,,,2010-05-31
12800,0.0,0.0,,2010-05-31
12802,,,,2010-05-31
12805,69.0,69.0,,2010-05-31
12806,16.0,16.0,,2010-05-31
12809,81.0,81.0,,2010-05-31
12810,,,,2010-05-31
12813,114.0,114.0,,2010-05-31
12820,56.333333333333336,90.0,29.19474838619668,2010-05-31
12821,,,,2010-05-31
12823,27.0,34.0,6.831300510639733,2010-05-31
12825,,,,2010-05-31
12826,,,,2010-05-31
12835,6.037037037037037,17.0,4.424420705075251,2010-05-31
12836,34.5,50.0,13.771952173409064,2010-05-31
12837,,,,2010-05-31
12838,16.0,16.0,,2010-05-31
12839,25.166666666666668,54.0,20.643804558914685,2010-05-31
12840,,,,2010-05-31
12842,,,,2010-05-31
12843,23.142857142857142,54.0,21.074697083062834,2010-05-31
12844,,,,2010-05-31
12846,,,,2010-05-31
12848,,,,2010-05-31
12849,,,,2010-05-31
12853,,,,2010-05-31
12854,55.333333333333336,90.0,46.875722216658524,2010-05-31
12857,94.0,94.0,,2010-05-31
12860,,,,2010-05-31
12861,,,,2010-05-31
12863,13.0,13.0,,2010-05-31
12867,72.0,85.0,18.384776310850235,2010-05-31
12869,,,,2010-05-31
12870,,,,2010-05-31
12872,38.0,60.0,22.700954458641895,2010-05-31
12873,,,,2010-05-31
12875,95.0,95.0,,2010-05-31
12876,,,,2010-05-31
12877,97.0,97.0,,2010-05-31
12880,,,,2010-05-31
12891,41.5,50.0,12.020815280171307,2010-05-31
12894,,,,2010-05-31
12898,,,,2010-05-31
12905,105.0,105.0,,2010-05-31
12908,,,,2010-05-31
12909,89.0,89.0,,2010-05-31
12910,,,,2010-05-31
12913,41.75,79.0,30.357591033106257,2010-05-31
12915,,,,2010-05-31
12916,76.0,76.0,,2010-05-31
12917,151.0,151.0,,2010-05-31
12918,,,,2010-05-31
12920,76.5,153.0,108.18733752154178,2010-05-31
12921,13.0,40.0,13.241349377360804,2010-05-31
12923,,,,2010-05-31
12924,41.75,86.0,45.55125318437097,2010-05-31
12925,,,,2010-05-31
12926,78.0,78.0,,2010-05-31
12931,7.318181818181818,41.0,9.648026512422922,2010-05-31
12932,20.0,44.0,19.252705437591537,2010-05-31
12933,,,,2010-05-31
12934,,,,2010-05-31
12935,9.333333333333334,25.0,13.650396819628845,2010-05-31
12937,13.0,13.0,,2010-05-31
12939,52.5,62.0,13.435028842544403,2010-05-31
12941,,,,2010-05-31
12943,47.0,47.0,,2010-05-31
12945,,,,2010-05-31
12948,6.0,6.0,,2010-05-31
12949,19.428571428571427,52.0,20.321229809053904,2010-05-31
12951,39.666666666666664,52.0,10.96965511460289,2010-05-31
12954,,,,2010-05-31
12956,19.0,38.0,26.870057685088806,2010-05-31
12957,61.0,90.0,41.012193308819754,2010-05-31
12958,,,,2010-05-31
12960,83.0,83.0,,2010-05-31
12969,,,,2010-05-31
12970,,,,2010-05-31
12971,20.714285714285715,54.0,15.596092306667567,2010-05-31
12972,38.5,64.0,36.062445840513924,2010-05-31
12974,,,,2010-05-31
12975,,,,2010-05-31
12976,29.666666666666668,42.0,10.96965511460289,2010-05-31
12978,27.666666666666668,42.0,14.502873278538061,2010-05-31
12979,,,,2010-05-31
12980,41.5,48.0,5.0,2010-05-31
12982,22.0,27.0,7.0710678118654755,2010-05-31
12983,,,,2010-05-31
12986,45.0,45.0,,2010-05-31
12987,78.0,78.0,,2010-05-31
12989,15.333333333333334,48.0,15.173990905493518,2010-05-31
12990,,,,2010-05-31
12992,,,,2010-05-31
12993,28.0,28.0,,2010-05-31
12997,30.0,30.0,,2010-05-31
12998,43.0,43.0,,2010-05-31
13000,,,,2010-05-31
13001,21.375,52.0,12.772039774444801,2010-05-31
13004,17.77777777777778,28.0,5.093568929978709,2010-05-31
13007,,,,2010-05-31
13008,,,,2010-05-31
13009,,,,2010-05-31
13010,,,,2010-05-31
13012,,,,2010-05-31
13013,28.8,84.0,34.361315457939035,2010-05-31
13015,10.0,10.0,,2010-05-31
13018,19.25,77.0,38.5,2010-05-31
13019,55.333333333333336,118.0,58.192210246160386,2010-05-31
13020,97.0,97.0,,2010-05-31
13021,70.0,103.0,46.66904755831214,2010-05-31
13024,,,,2010-05-31
13025,,,,2010-05-31
13026,67.0,84.0,24.041630560342615,2010-05-31
13027,20.333333333333332,49.0,15.769168230019828,2010-05-31
13036,,,,2010-05-31
13037,35.5,52.0,23.895606290697042,2010-05-31
13039,45.333333333333336,103.0,50.14312847572769,2010-05-31
13041,,,,2010-05-31
13042,66.5,76.0,13.435028842544403,2010-05-31
13044,19.0,44.0,15.588457268119896,2010-05-31
13047,31.2,55.0,13.479614237803691,2010-05-31
13048,59.0,90.0,43.840620433565945,2010-05-31
13050,25.6,36.0,8.792041856133308,2010-05-31
13051,40.0,40.0,,2010-05-31
13052,38.5,49.0,14.849242404917497,2010-05-31
13053,,,,2010-05-31
13057,,,,2010-05-31
13059,0.0,0.0,,2010-05-31
13064,,,,2010-05-31
13070,142.0,142.0,,2010-05-31
13071,,,,2010-05-31
13074,52.5,72.0,27.577164466275352,2010-05-31
13077,69.5,133.0,89.80256121069154,2010-05-31
13078,13.23076923076923,27.0,6.247050586127907,2010-05-31
13080,47.0,47.0,,2010-05-31
13081,23.857142857142858,48.0,16.56732297253212,2010-05-31
13082,37.75,93.0,45.87210481327405,2010-05-31
13085,11.6,56.0,24.835458522040618,2010-05-31
13087,,,,2010-05-31
13089,3.902439024390244,20.0,4.586964563024117,2010-05-31
13091,0.0,0.0,,2010-05-31
13092,32.0,39.0,9.899494936611665,2010-05-31
13093,10.5,28.0,8.016649341630622,2010-05-31
13097,16.5,41.0,15.946089733153322,2010-05-31
13101,120.0,120.0,,2010-05-31
13102,17.0,17.0,,2010-05-31
13103,,,,2010-05-31
13104,,,,2010-05-31
13107,63.0,63.0,,2010-05-31
13110,42.5,48.0,7.7781745930520225,2010-05-31
13111,,,,2010-05-31
13113,30.5,34.0,4.949747468305833,2010-05-31
13114,,,,2010-05-31
13115,27.0,27.0,,2010-05-31
13117,21.5,30.0,12.020815280171307,2010-05-31
13119,,,,2010-05-31
13126,52.0,52.0,,2010-05-31
13128,,,,2010-05-31
13131,,,,2010-05-31
13136,144.0,144.0,,2010-05-31
13141,38.0,50.0,18.7794213613377,2010-05-31
13143,,,,2010-05-31
13145,,,,2010-05-31
13148,27.0,44.0,13.725887949418793,2010-05-31
13150,,,,2010-05-31
13151,1.0,1.0,,2010-05-31
13152,41.333333333333336,63.0,20.207259421636902,2010-05-31
13154,,,,2010-05-31
13156,8.0,8.0,,2010-05-31
13157,66.0,66.0,,2010-05-31
13162,23.142857142857142,48.0,15.710172621888145,2010-05-31
13163,,,,2010-05-31
13164,98.0,98.0,,2010-05-31
13169,,,,2010-05-31
13173,23.714285714285715,58.0,18.445544048308665,2010-05-31
13174,33.2,55.0,20.6082507748717,2010-05-31
13175,153.0,153.0,,2010-05-31
13178,32.5,49.0,14.38749456993816,2010-05-31
13179,,,,2010-05-31
13180,,,,2010-05-31
13183,52.0,52.0,,2010-05-31
13187,0.0,0.0,0.0,2010-05-31
13190,54.0,54.0,,2010-05-31
13191,,,,2010-05-31
13192,95.0,95.0,,2010-05-31
13196,,,,2010-05-31
13197,,,,2010-05-31
13199,12.416666666666666,34.0,12.456895376627454,2010-05-31
13201,78.0,78.0,,2010-05-31
13202,51.333333333333336,82.0,26.57693235370353,2010-05-31
13203,91.0,91.0,,2010-05-31
13204,,,,2010-05-31
13206,16.3,49.0,15.26106156202772,2010-05-31
13207,,,,2010-05-31
13208,,,,2010-05-31
13209,34.0,62.0,29.614185789921695,2010-05-31
13211,51.0,97.0,48.692915295759406,2010-05-31
13213,,,,2010-05-31
13214,31.5,46.0,20.506096654409877,2010-05-31
13217,,,,2010-05-31
13219,,,,2010-05-31
13220,,,,2010-05-31
13222,,,,2010-05-31
13223,92.0,92.0,,2010-05-31
13225,29.0,60.0,26.720778431774775,2010-05-31
13230,23.0,42.0,16.64331697709324,2010-05-31
13233,,,,2010-05-31
13234,59.0,59.0,,2010-05-31
13238,,,,2010-05-31
13240,25.5,51.0,36.062445840513924,2010-05-31
13242,105.0,105.0,,2010-05-31
13243,,,,2010-05-31
13249,47.5,57.0,13.435028842544403,2010-05-31
13252,,,,2010-05-31
13253,,,,2010-05-31
13259,24.8,69.0,28.472794032198525,2010-05-31
13262,,,,2010-05-31
13266,52.666666666666664,77.0,21.07921567168317,2010-05-31
13267,25.166666666666668,48.0,14.400231479620967,2010-05-31
13269,23.333333333333332,70.0,31.512960296783714,2010-05-31
13275,,,,2010-05-31
13276,,,,2010-05-31
13278,,,,2010-05-31
13280,,,,2010-05-31
13283,72.0,72.0,,2010-05-31
13285,23.0,23.0,,2010-05-31
13286,,,,2010-05-31
13287,50.5,51.0,0.7071067811865476,2010-05-31
13288,13.0,13.0,,2010-05-31
13289,,,,2010-05-31
13291,32.0,48.0,21.93171219946131,2010-05-31
13293,37.0,42.0,7.0710678118654755,2010-05-31
13294,,,,2010-05-31
13295,,,,2010-05-31
13296,,,,2010-05-31
13300,,,,2010-05-31
13304,,,,2010-05-31
13305,,,,2010-05-31
13307,,,,2010-05-31
13308,,,,2010-05-31
13313,38.75,56.0,26.170912606683526,2010-05-31
13315,,,,2010-05-31
13316,,,,2010-05-31
13317,46.0,72.0,39.949968710876355,2010-05-31
13319,10.2,29.0,9.792125115914027,2010-05-31
13324,,,,2010-05-31
13327,30.6,52.0,18.160396471443015,2010-05-31
13329,,,,2010-05-31
13330,89.0,89.0,,2010-05-31
13333,,,,2010-05-31
13334,,,,2010-05-31
13338,142.0,142.0,,2010-05-31
13340,17.0,34.0,24.041630560342615,2010-05-31
13346,25.0,25.0,,2010-05-31
13357,33.0,66.0,46.66904755831214,2010-05-31
13360,6.0,6.0,,2010-05-31
13361,,,,2010-05-31
13371,,,,2010-05-31
13373,112.0,112.0,,2010-05-31
13377,,,,2010-05-31
13381,86.0,96.0,14.142135623730951,2010-05-31
13382,56.0,96.0,56.568542494923804,2010-05-31
13388,,,,2010-05-31
13392,,,,2010-05-31
13393,49.0,72.0,36.42801120017397,2010-05-31
13394,34.2,55.0,16.208022704821214,2010-05-31
13397,37.0,44.0,8.888194417315589,2010-05-31
13400,,,,2010-05-31
13402,,,,2010-05-31
13403,,,,2010-05-31
13405,155.0,155.0,,2010-05-31
13406,,,,2010-05-31
13407,41.0,62.0,29.698484809834994,2010-05-31
13408,6.958333333333333,27.0,6.590369565850822,2010-05-31
13410,32.0,32.0,,2010-05-31
13412,,,,2010-05-31
13413,9.2,37.0,16.02186006679624,2010-05-31
13414,,,,2010-05-31
13415,49.0,98.0,69.29646455628166,2010-05-31
13416,,,,2010-05-31
13417,51.0,51.0,,2010-05-31
13418,32.4,90.0,34.12184051307901,2010-05-31
13421,0.0,0.0,0.0,2010-05-31
13425,,,,2010-05-31
13426,37.5,83.0,32.715949219506584,2010-05-31
13427,,,,2010-05-31
13431,62.0,62.0,,2010-05-31
13432,40.0,40.0,,2010-05-31
13433,93.0,93.0,,2010-05-31
13434,,,,2010-05-31
13442,35.0,35.0,0.0,2010-05-31
13443,23.666666666666668,67.0,37.5410886008029,2010-05-31
13445,,,,2010-05-31
13446,16.333333333333332,25.0,6.121002096606949,2010-05-31
13448,54.333333333333336,112.0,52.290853247325515,2010-05-31
13450,25.0,25.0,,2010-05-31
13451,55.0,55.0,,2010-05-31
13454,,,,2010-05-31
13455,68.0,123.0,77.78174593052023,2010-05-31
13457,48.0,48.0,,2010-05-31
13459,57.0,57.0,,2010-05-31
13461,,,,2010-05-31
13462,44.0,52.0,11.313708498984761,2010-05-31
13464,,,,2010-05-31
13465,,,,2010-05-31
13466,,,,2010-05-31
13468,12.846153846153847,22.0,6.504436355879909,2010-05-31
13469,,,,2010-05-31
13473,29.4,76.0,30.270447634615515,2010-05-31
13476,,,,2010-05-31
13477,94.0,94.0,,2010-05-31
13478,22.0,44.0,31.11269837220809,2010-05-31
13480,,,,2010-05-31
13481,72.5,100.0,38.890872965260115,2010-05-31
13482,,,,2010-05-31
13484,,,,2010-05-31
13485,57.666666666666664,133.0,67.17390366305455,2010-05-31
13487,,,,2010-05-31
13488,56.0,112.0,79.19595949289332,2010-05-31
13490,,,,2010-05-31
13491,19.875,32.0,12.205824136744836,2010-05-31
13495,52.5,98.0,64.34671708797582,2010-05-31
13497,22.0,28.0,8.48528137423857,2010-05-31
13498,,,,2010-05-31
13501,,,,2010-05-31
13503,0.0,0.0,,2010-05-31
13508,,,,2010-05-31
13510,62.0,83.0,29.698484809834994,2010-05-31
13511,,,,2010-05-31
13512,,,,2010-05-31
13513,,,,2010-05-31
13514,102.0,102.0,,2010-05-31
13515,,,,2010-05-31
13520,57.0,59.0,2.8284271247461903,2010-05-31
13526,0.0,0.0,,2010-05-31
13527,46.5,91.0,62.932503525602726,2010-05-31
13530,,,,2010-05-31
13531,140.0,140.0,,2010-05-31
13538,19.0,19.0,,2010-05-31
13539,8.0,8.0,,2010-05-31
13540,0.0,0.0,,2010-05-31
13541,,,,2010-05-31
13542,19.0,41.0,10.515294982615968,2010-05-31
13543,52.0,52.0,,2010-05-31
13544,,,,2010-05-31
13551,,,,2010-05-31
13552,24.0,48.0,33.94112549695428,2010-05-31
13553,,,,2010-05-31
13555,24.0,60.0,29.393876913398138,2010-05-31
13557,20.6,37.0,10.644247272588137,2010-05-31
13561,18.75,37.0,18.006943105369107,2010-05-31
13562,9.5,19.0,13.435028842544403,2010-05-31
13564,12.307692307692308,33.0,12.398821283927324,2010-05-31
13566,,,,2010-05-31
13571,37.5,75.0,29.011491975882016,2010-05-31
13573,,,,2010-05-31
13576,30.8,40.0,13.461054936371072,2010-05-31
13577,42.0,124.0,71.02112361825881,2010-05-31
13579,,,,2010-05-31
13582,,,,2010-05-31
13583,,,,2010-05-31
13584,,,,2010-05-31
13585,160.0,160.0,,2010-05-31
13587,,,,2010-05-31
13589,154.0,154.0,,2010-05-31
13590,43.666666666666664,56.0,14.294521094927712,2010-05-31
13591,70.5,122.0,72.8319984622144,2010-05-31
13593,11.666666666666666,18.0,10.115993936995679,2010-05-31
13595,66.0,66.0,,2010-05-31
13598,36.0,72.0,50.91168824543142,2010-05-31
13599,35.2,77.0,30.111459612579395,2010-05-31
13600,,,,2010-05-31
13602,,,,2010-05-31
13604,,,,2010-05-31
13605,,,,2010-05-31
13609,,,,2010-05-31
13610,44.0,75.0,28.160255680657446,2010-05-31
13611,63.0,111.0,67.88225099390856,2010-05-31
13612,,,,2010-05-31
13613,34.0,34.0,,2010-05-31
13615,57.0,58.0,1.4142135623730951,2010-05-31
13616,122.0,122.0,,2010-05-31
13619,,,,2010-05-31
13622,,,,2010-05-31
13623,49.0,49.0,,2010-05-31
13625,,,,2010-05-31
13627,,,,2010-05-31
13628,,,,2010-05-31
13629,47.0,61.0,19.79898987322333,2010-05-31
13632,35.0,35.0,,2010-05-31
13634,30.25,55.0,28.58175408659634,2010-05-31
13635,14.0,14.0,,2010-05-31
13640,,,,2010-05-31
13641,22.75,77.0,36.39940475703781,2010-05-31
13643,73.0,90.0,24.041630560342615,2010-05-31
13647,37.0,37.0,,2010-05-31
13648,70.5,74.0,4.949747468305833,2010-05-31
13650,112.0,112.0,,2010-05-31
13652,,,,2010-05-31
13654,91.0,91.0,,2010-05-31
13655,2.0,2.0,,2010-05-31
13656,,,,2010-05-31
13658,,,,2010-05-31
13659,18.2,35.0,12.6372465355393,2010-05-31
13661,,,,2010-05-31
13662,0.0,0.0,,2010-05-31
13663,,,,2010-05-31
13666,,,,2010-05-31
13668,23.2,49.0,19.639246421387966,2010-05-31
13672,,,,2010-05-31
13676,,,,2010-05-31
13679,136.0,136.0,,2010-05-31
13680,17.4,34.0,13.813037319865606,2010-05-31
13684,58.0,58.0,,2010-05-31
13688,,,,2010-05-31
13693,27.2,90.0,35.988887173681825,2010-05-31
13694,2.2941176470588234,18.0,3.749860986595158,2010-05-31
13695,,,,2010-05-31
13696,74.0,74.0,,2010-05-31
13698,85.0,85.0,,2010-05-31
13700,2.0,2.0,,2010-05-31
13705,,,,2010-05-31
13706,,,,2010-05-31
13709,79.0,79.0,,2010-05-31
13710,,,,2010-05-31
13711,28.6,57.0,22.788154817799533,2010-05-31
13712,,,,2010-05-31
13713,,,,2010-05-31
13715,37.5,47.0,13.435028842544403,2010-05-31
13719,,,,2010-05-31
13722,,,,2010-05-31
13723,50.0,50.0,,2010-05-31
13724,,,,2010-05-31
13727,23.4,50.0,22.733235581412515,2010-05-31
13728,41.75,63.0,14.773286702694158,2010-05-31
13729,,,,2010-05-31
13733,,,,2010-05-31
13734,,,,2010-05-31
13735,37.25,42.0,3.947573094109004,2010-05-31
13736,,,,2010-05-31
13740,160.0,160.0,,2010-05-31
13748,,,,2010-05-31
13750,34.0,34.0,,2010-05-31
13753,69.0,85.0,22.627416997969522,2010-05-31
13756,48.666666666666664,76.0,23.692474191889147,2010-05-31
13757,,,,2010-05-31
13758,36.75,82.0,33.81690898549619,2010-05-31
13760,,,,2010-05-31
13761,81.0,81.0,,2010-05-31
13762,34.333333333333336,48.0,16.50252505931542,2010-05-31
13764,36.5,73.0,51.61879502661797,2010-05-31
13765,,,,2010-05-31
13767,14.363636363636363,46.0,15.041760051754096,2010-05-31
13768,4.0,4.0,,2010-05-31
13769,42.0,64.0,24.879710609249457,2010-05-31
13770,84.0,84.0,,2010-05-31
13771,45.0,90.0,63.63961030678928,2010-05-31
13772,71.0,71.0,,2010-05-31
13773,,,,2010-05-31
13775,,,,2010-05-31
13777,12.727272727272727,31.0,9.3497690783346,2010-05-31
13778,,,,2010-05-31
13781,128.0,128.0,,2010-05-31
13782,53.333333333333336,97.0,39.24708057083142,2010-05-31
13783,51.0,69.0,25.45584412271571,2010-05-31
13786,48.666666666666664,102.0,46.36090306856989,2010-05-31
13787,39.0,39.0,,2010-05-31
13793,,,,2010-05-31
13795,,,,2010-05-31
13797,79.0,79.0,,2010-05-31
13798,6.48,18.0,4.865867514294513,2010-05-31
13799,34.5,36.0,2.1213203435596424,2010-05-31
13800,,,,2010-05-31
13802,14.0,26.0,8.406346808612328,2010-05-31
13803,,,,2010-05-31
13807,161.0,161.0,,2010-05-31
13813,65.0,66.0,1.4142135623730951,2010-05-31
13815,,,,2010-05-31
13819,34.0,59.0,35.35533905932738,2010-05-31
13820,33.0,33.0,,2010-05-31
13821,4.5,7.0,3.5355339059327378,2010-05-31
13823,42.5,51.0,12.020815280171307,2010-05-31
13824,37.5,47.0,13.435028842544403,2010-05-31
13825,108.0,108.0,,2010-05-31
13830,,,,2010-05-31
13831,19.5,48.0,16.20405592965627,2010-05-31
13834,92.0,92.0,,2010-05-31
13835,20.0,20.0,,2010-05-31
13838,,,,2010-05-31
13842,25.333333333333332,76.0,43.87862045841156,2010-05-31
13847,,,,2010-05-31
13848,101.0,101.0,,2010-05-31
13849,,,,2010-05-31
13851,,,,2010-05-31
13852,,,,2010-05-31
13854,20.5,32.0,12.227019260637483,2010-05-31
13855,66.5,124.0,81.31727983645297,2010-05-31
13856,17.333333333333332,23.0,7.3711147958319945,2010-05-31
13857,,,,2010-05-31
13863,,,,2010-05-31
13869,64.0,64.0,,2010-05-31
13870,87.0,87.0,,2010-05-31
13871,97.0,97.0,,2010-05-31
13872,99.0,99.0,,2010-05-31
13873,71.0,71.0,,2010-05-31
13874,36.666666666666664,41.0,4.509249752822894,2010-05-31
13875,40.5,64.0,27.910571473905726,2010-05-31
13877,,,,2010-05-31
13878,28.0,28.0,,2010-05-31
13879,,,,2010-05-31
13880,,,,2010-05-31
13881,13.5,20.0,7.035623639735144,2010-05-31
13883,33.2,81.0,30.687130853176875,2010-05-31
13888,0.0,0.0,,2010-05-31
13889,34.0,34.0,,2010-05-31
13890,75.5,87.0,16.263455967290593,2010-05-31
13891,,,,2010-05-31
13892,,,,2010-05-31
13895,,,,2010-05-31
13896,,,,2010-05-31
13897,,,,2010-05-31
13900,,,,2010-05-31
13901,50.0,57.0,9.899494936611665,2010-05-31
13902,22.5,37.0,15.329709716755891,2010-05-31
13905,,,,2010-05-31
13907,,,,2010-05-31
13911,13.666666666666666,29.0,12.722683155162935,2010-05-31
13916,,,,2010-05-31
13920,,,,2010-05-31
13921,,,,2010-05-31
13929,26.6,56.0,25.373214222876847,2010-05-31
13931,37.333333333333336,101.0,55.41058863911602,2010-05-31
13935,27.5,36.0,12.020815280171307,2010-05-31
13939,13.0,13.0,,2010-05-31
13941,25.5,41.0,13.69914839202301,2010-05-31
13943,,,,2010-05-31
13944,,,,2010-05-31
13946,100.0,100.0,,2010-05-31
13948,87.0,87.0,,2010-05-31
13952,25.333333333333332,64.0,26.028189846139256,2010-05-31
13953,79.0,104.0,35.35533905932738,2010-05-31
13957,86.0,86.0,,2010-05-31
13958,35.5,91.0,44.12482294582042,2010-05-31
13963,32.0,32.0,,2010-05-31
13965,34.0,34.0,,2010-05-31
13969,21.5,35.0,19.091883092036785,2010-05-31
13971,73.0,73.0,,2010-05-31
13974,,,,2010-05-31
13975,54.0,54.0,,2010-05-31
13976,78.0,78.0,,2010-05-31
13979,53.0,88.0,44.44097208657794,2010-05-31
13980,78.0,78.0,,2010-05-31
13982,58.5,83.0,34.64823227814083,2010-05-31
13983,41.0,64.0,27.592269448766505,2010-05-31
13984,30.5,61.0,43.1335136523794,2010-05-31
13985,105.0,105.0,,2010-05-31
13988,,,,2010-05-31
13989,,,,2010-05-31
13993,47.666666666666664,68.0,24.826061575153908,2010-05-31
13995,40.333333333333336,73.0,28.307831660749528,2010-05-31
13998,,,,2010-05-31
13999,23.142857142857142,47.0,15.170460017509592,2010-05-31
14000,141.0,141.0,,2010-05-31
14003,,,,2010-05-31
